"","class","voting","sex","educnew","incomenew","racenew"
"8647",1,"60%>rep>10%","Female",1,1,"Black"
"8648",1,"60%>rep>10%","Female",1,2,"White"
"8649",2,"60%>rep>10%","Male",3,1,"White"
"8650",2,"60%>rep>10%","Male",2,2,"White"
"8651",2,"60%>rep>10%","Female",2,3,"White"
"8652",2,"60%>rep>10%","Female",3,2,"Black"
"8653",1,"60%>rep>10%","Male",1,2,"White"
"8654",2,"60%>rep>10%","Male",1,1,"White"
"8655",2,"60%>rep>10%","Male",1,3,"White"
"8656",2,"60%>rep>10%","Female",1,2,"White"
"8657",1,"60%>rep>10%","Female",1,1,"Black"
"8658",1,"60%>rep>10%","Female",3,3,"White"
"8659",2,"60%>rep>10%","Female",2,2,"White"
"8660",2,"60%>rep>10%","Female",2,2,"White"
"8661",2,"60%>rep>10%","Male",3,2,"Black"
"8662",2,"60%>rep>10%","Female",2,3,"White"
"8663",2,"60%>rep>10%","Female",1,1,"Other race"
"8664",2,"60%>rep>10%","Female",3,2,"White"
"8665",2,"60%>rep>10%","Male",1,3,"White"
"8666",1,"60%>rep>10%","Male",1,1,"White"
"8667",2,"60%>rep>10%","Female",2,1,"Black"
"8668",2,"60%>rep>10%","Female",1,1,"White"
"8669",2,"60%>rep>10%","Male",2,2,"White"
"8670",2,"60%>rep>10%","Female",1,2,"White"
"8671",2,"60%>rep>10%","Female",1,1,"White"
"8672",2,"60%>rep>10%","Female",3,3,"White"
"8673",3,"60%>rep>10%","Male",3,2,"White"
"8674",1,"60%>rep>10%","Male",3,3,"White"
"8675",1,"60%>rep>10%","Male",2,1,"White"
"8676",2,"60%>rep>10%","Female",3,2,"White"
"8677",2,"60%>rep>10%","Female",3,2,"White"
"8678",2,"60%>rep>10%","Female",1,2,"White"
"8679",2,"60%>rep>10%","Male",2,2,"White"
"8680",1,"60%>rep>10%","Male",1,2,"White"
"8681",1,"60%>rep>10%","Male",3,2,"White"
"8682",1,"60%>rep>10%","Female",1,1,"White"
"8683",2,"60%>rep>10%","Female",2,4,"White"
"8684",2,"60%>rep>10%","Female",1,2,"White"
"8685",1,"60%>rep>10%","Male",1,1,"Black"
"8686",1,"60%>rep>10%","Male",3,3,"Asian"
"8687",2,"60%>rep>10%","Female",1,2,"White"
"8688",1,"60%>rep>10%","Male",1,1,"White"
"8689",3,"60%>rep>10%","Male",2,3,"White"
"8690",2,"60%>rep>10%","Female",1,1,"White"
"8691",2,"60%>rep>10%","Female",1,1,"White"
"8692",1,"60%>rep>10%","Female",3,2,"White"
"8693",2,"60%>rep>10%","Female",3,2,"White"
"8694",2,"60%>rep>10%","Male",1,1,"Black"
"8695",2,"60%>rep>10%","Male",1,1,"Black"
"8696",1,"60%>rep>10%","Female",2,1,"Black"
"8697",2,"60%>rep>10%","Male",1,2,"White"
"8698",2,"60%>rep>10%","Female",1,1,"White"
"8699",1,"60%>rep>10%","Female",2,1,"White"
"8700",1,"60%>rep>10%","Female",1,3,"White"
"8701",1,"60%>rep>10%","Female",2,3,"White"
"8702",2,"60%>rep>10%","Female",2,1,"White"
"8703",1,"60%>rep>10%","Male",1,3,"White"
"8704",1,"60%>rep>10%","Female",1,1,"White"
"8705",1,"60%>rep>10%","Female",1,1,"White"
"8706",1,"60%>rep>10%","Female",2,2,"White"
"8707",1,"60%>rep>10%","Female",1,2,"White"
"8708",2,"60%>rep>10%","Male",2,3,"White"
"8709",1,"60%>rep>10%","Male",1,3,"White"
"8710",2,"60%>rep>10%","Female",3,2,"White"
"8711",1,"60%>rep>10%","Female",1,1,"White"
"8712",2,"60%>rep>10%","Female",3,1,"White"
"8713",2,"60%>rep>10%","Female",3,1,"White"
"8714",1,"60%>rep>10%","Female",2,3,"Black"
"8715",2,"60%>rep>10%","Female",3,3,"White"
"8716",1,"60%>rep>10%","Female",1,1,"White"
"8717",2,"60%>rep>10%","Female",1,1,"White"
"8718",1,"60%>rep>10%","Female",1,1,"White"
"8719",1,"60%>rep>10%","Male",1,1,"White"
"8720",1,"60%>rep>10%","Female",1,1,"White"
"8721",1,"60%>rep>10%","Male",1,2,"White"
"8722",3,"60%>rep>10%","Male",2,3,"White"
"8723",1,"60%>rep>10%","Male",1,1,"White"
"8724",1,"60%>rep>10%","Female",2,2,"White"
"8725",1,"60%>rep>10%","Female",2,1,"White"
"8726",2,"60%>rep>10%","Female",1,2,"White"
"8727",1,"60%>rep>10%","Male",1,2,"White"
"8728",1,"60%>rep>10%","Female",2,1,"Black"
"8729",1,"60%>rep>10%","Female",1,2,"White"
"8730",1,"60%>rep>10%","Female",1,1,"White"
"8731",1,"60%>rep>10%","Female",1,3,"Black"
"8732",1,"60%>rep>10%","Female",3,1,"White"
"8733",2,"60%>rep>10%","Female",3,4,"White"
"8734",2,"60%>rep>10%","Female",1,3,"White"
"8735",2,"60%>rep>10%","Male",3,3,"White"
"8736",2,"60%>rep>10%","Male",3,2,"White"
"8737",1,"60%>rep>10%","Female",1,1,"White"
"8738",1,"60%>dem>10%","Male",3,4,"White"
"8739",1,"60%>dem>10%","Male",1,2,"White"
"8740",1,"60%>dem>10%","Female",1,1,"Black"
"8741",1,"60%>dem>10%","Male",1,2,"Black"
"8742",1,"60%>dem>10%","Female",3,2,"Black"
"8743",3,"60%>dem>10%","Male",3,5,"White"
"8744",1,"60%>dem>10%","Male",1,1,"Black"
"8745",2,"60%>dem>10%","Female",3,2,"Black"
"8746",1,"60%>dem>10%","Male",2,3,"Black"
"8747",2,"60%>dem>10%","Female",3,2,"Black"
"8748",2,"60%>dem>10%","Male",1,2,"Black"
"8749",2,"60%>dem>10%","Female",1,2,"Black"
"8750",2,"60%>dem>10%","Female",3,2,"Black"
"8751",1,"60%>dem>10%","Male",2,2,"Black"
"8752",2,"60%>dem>10%","Male",2,2,"White"
"8753",2,"60%>dem>10%","Female",2,2,"Black"
"8754",2,"60%>dem>10%","Male",3,3,"White"
"8755",3,"60%>dem>10%","Male",3,2,"White"
"8756",2,"60%>dem>10%","Female",3,2,"Black"
"8757",2,"60%>dem>10%","Female",2,3,"White"
"8758",2,"60%>dem>10%","Female",3,3,"Black"
"8759",2,"60%>dem>10%","Female",2,1,"Black"
"8760",1,"60%>dem>10%","Male",2,2,"Black"
"8761",2,"60%>dem>10%","Female",3,2,"Black"
"8762",1,"60%>dem>10%","Male",1,1,"Black"
"8763",2,"60%>dem>10%","Female",3,2,"White"
"8764",2,"60%>dem>10%","Male",2,3,"White"
"8765",2,"60%>dem>10%","Female",3,4,"White"
"8766",1,"60%>dem>10%","Male",1,2,"Black"
"8767",1,"60%>dem>10%","Male",3,1,"White"
"8768",1,"60%>dem>10%","Female",3,1,"Black"
"8769",1,"60%>dem>10%","Male",1,1,"Black"
"8770",1,"60%>dem>10%","Female",3,2,"Black"
"8771",1,"60%>dem>10%","Male",1,1,"Black"
"8772",1,"60%>dem>10%","Male",1,1,"Black"
"8773",2,"60%>dem>10%","Female",2,2,"Black"
"8774",1,"60%>dem>10%","Female",2,2,"Black"
"8775",1,"60%>dem>10%","Female",1,1,"Black"
"8776",2,"60%>dem>10%","Male",1,3,"White"
"8777",2,"60%>dem>10%","Female",2,1,"Black"
"8778",1,"60%>rep>10%","Female",1,1,"Black"
"8779",1,"60%>rep>10%","Female",1,2,"White"
"8780",2,"60%>rep>10%","Male",3,4,"White"
"8781",2,"60%>rep>10%","Female",3,2,"White"
"8782",1,"60%>rep>10%","Female",1,1,"White"
"8783",1,"60%>rep>10%","Female",1,1,"White"
"8784",1,"60%>rep>10%","Female",1,1,"Black"
"8785",2,"60%>rep>10%","Female",1,2,"White"
"8786",1,"60%>rep>10%","Female",3,3,"White"
"8787",2,"60%>rep>10%","Female",3,2,"Black"
"8788",1,"60%>rep>10%","Male",2,2,"White"
"8789",1,"60%>rep>10%","Male",2,2,"White"
"8790",2,"60%>rep>10%","Female",2,1,"White"
"8791",2,"60%>rep>10%","Female",2,1,"White"
"8792",1,"60%>rep>10%","Male",2,2,"White"
"8793",2,"60%>rep>10%","Female",3,2,"White"
"8794",2,"60%>rep>10%","Female",1,2,"White"
"8795",1,"60%>rep>10%","Male",3,4,"White"
"8796",2,"60%>rep>10%","Female",3,2,"Black"
"8797",1,"60%>rep>10%","Female",1,2,"White"
"8798",2,"60%>rep>10%","Female",2,3,"White"
"8799",1,"60%>rep>10%","Female",1,2,"White"
"8800",3,"60%>rep>10%","Male",3,3,"White"
"8801",2,"60%>rep>10%","Female",2,1,"White"
"8802",2,"60%>rep>10%","Male",3,5,"White"
"8803",2,"60%>rep>10%","Male",1,3,"White"
"8804",1,"60%>rep>10%","Male",1,2,"White"
"8805",2,"60%>rep>10%","Female",2,5,"White"
"8806",2,"60%>rep>10%","Female",2,2,"White"
"8807",2,"60%>rep>10%","Female",2,4,"White"
"8808",1,"60%>rep>10%","Female",2,1,"Asian"
"8809",1,"60%>rep>10%","Male",1,2,"White"
"8810",1,"60%>rep>10%","Female",1,1,"Black"
"8811",1,"60%>rep>10%","Female",1,1,"Black"
"8812",1,"60%>rep>10%","Male",2,1,"White"
"8813",1,"60%>rep>10%","Male",1,1,"Black"
"8814",2,"60%>rep>10%","Female",2,2,"White"
"8815",3,"60%>rep>10%","Female",3,4,"White"
"8816",2,"60%>rep>10%","Male",3,4,"White"
"8817",2,"60%>rep>10%","Male",3,1,"White"
"8818",1,"60%>rep>10%","Female",3,1,"White"
"8819",2,"60%>rep>10%","Male",2,2,"White"
"8820",2,"60%>rep>10%","Male",2,1,"White"
"8821",2,"60%>rep>10%","Female",2,1,"White"
"8822",3,"60%>rep>10%","Female",3,3,"White"
"8823",1,"60%>rep>10%","Female",1,1,"White"
"8824",2,"60%>rep>10%","Male",2,1,"White"
"8825",3,"60%>rep>10%","Female",2,1,"White"
"8826",2,"60%>rep>10%","Male",2,1,"White"
"8827",2,"60%>rep>10%","Male",3,1,"White"
"8828",3,"60%>rep>10%","Male",2,2,"White"
"8829",1,"60%>rep>10%","Female",1,1,"White"
"8830",1,"60%>rep>10%","Male",1,1,"White"
"8831",2,"60%>rep>10%","Female",3,3,"White"
"8832",1,"60%>rep>10%","Male",1,2,"White"
"8833",2,"60%>rep>10%","Female",1,1,"White"
"8834",2,"60%>rep>10%","Male",3,1,"Black"
"8835",1,"60%>rep>10%","Female",2,3,"White"
"8836",2,"60%>rep>10%","Female",3,3,"White"
"8837",1,"60%>rep>10%","Male",3,3,"White"
"8838",2,"60%>rep>10%","Female",1,3,"White"
"8839",3,"60%>rep>10%","Female",2,1,"White"
"8840",2,"60%>rep>10%","Male",2,3,"White"
"8841",1,"60%>rep>10%","Female",1,2,"White"
"8842",1,"60%>rep>10%","Female",1,1,"White"
"8843",1,"60%>rep>10%","Female",1,1,"White"
"8844",2,"60%>rep>10%","Female",3,2,"Asian"
"8845",2,"60%>rep>10%","Female",2,2,"White"
"8846",1,"60%>rep>10%","Female",2,1,"White"
"8847",3,"60%>rep>10%","Male",1,2,"White"
"8848",2,"60%>rep>10%","Female",3,4,"White"
"8849",1,"60%>rep>10%","Male",2,2,"White"
"8850",2,"60%>rep>10%","Male",3,3,"White"
"8851",2,"60%>rep>10%","Male",3,5,"White"
"8852",1,"60%>rep>10%","Female",1,1,"White"
"8853",3,"60%>rep>10%","Female",3,5,"White"
"8854",2,"60%>rep>10%","Male",3,4,"Asian"
"8855",1,"60%>rep>10%","Female",3,5,"White"
"8856",1,"60%>rep>10%","Female",2,1,"White"
"8857",1,"60%>dem>10%","Female",2,1,"White"
"8858",1,"60%>dem>10%","Female",1,1,"White"
"8859",1,"60%>dem>10%","Female",2,2,"White"
"8860",1,"60%>dem>10%","Female",1,1,"White"
"8861",2,"60%>dem>10%","Male",3,2,"White"
"8862",2,"60%>dem>10%","Female",2,2,"White"
"8863",1,"60%>dem>10%","Female",1,1,"White"
"8864",1,"60%>dem>10%","Female",1,1,"White"
"8865",1,"60%>dem>10%","Female",1,3,"White"
"8866",1,"60%>dem>10%","Female",1,3,"White"
"8867",1,"60%>dem>10%","Female",2,4,"White"
"8868",1,"60%>dem>10%","Male",1,2,"White"
"8869",3,"60%>dem>10%","Male",2,1,"White"
"8870",1,"60%>dem>10%","Female",1,3,"White"
"8871",1,"60%>dem>10%","Female",2,1,"White"
"8872",1,"60%>dem>10%","Female",1,1,"White"
"8873",1,"60%>dem>10%","Male",1,1,"White"
"8874",2,"60%>dem>10%","Female",2,2,"White"
"8875",2,"60%>dem>10%","Male",1,1,"White"
"8876",2,"60%>dem>10%","Female",1,1,"Asian"
"8877",1,"60%>dem>10%","Female",2,1,"Black"
"8878",1,"60%>dem>10%","Female",1,1,"White"
"8879",1,"60%>dem>10%","Male",1,2,"White"
"8880",1,"60%>dem>10%","Male",2,1,"White"
"8881",2,"60%>dem>10%","Female",1,1,"White"
"8882",1,"60%>dem>10%","Female",1,1,"White"
"8883",1,"60%>dem>10%","Female",1,2,"White"
"8884",2,"60%>dem>10%","Female",3,3,"White"
"8885",2,"60%>dem>10%","Female",2,2,"White"
"8886",2,"60%>dem>10%","Female",2,2,"White"
"8887",2,"60%>dem>10%","Female",3,3,"White"
"8888",1,"60%>dem>10%","Female",2,1,"White"
"8889",2,"60%>dem>10%","Female",1,1,"White"
"8890",2,"60%>dem>10%","Female",2,2,"White"
"8891",1,"60%>dem>10%","Female",1,1,"White"
"8892",1,"60%>dem>10%","Male",2,1,"Black"
"8893",2,"60%>dem>10%","Female",1,2,"White"
"8894",2,"60%>dem>10%","Female",3,2,"White"
"8895",1,"60%>dem>10%","Male",2,2,"White"
"8896",2,"60%>dem>10%","Male",3,5,"White"
"8897",1,"60%>dem>10%","Male",3,5,"White"
"8898",2,"60%>dem>10%","Female",1,2,"White"
"8899",2,"60%>dem>10%","Male",2,2,"White"
"8900",1,"60%>dem>10%","Female",3,2,"White"
"8901",1,"60%>dem>10%","Female",1,1,"White"
"8902",2,"60%>dem>10%","Female",2,2,"White"
"8903",1,"60%>dem>10%","Female",1,2,"White"
"8904",2,"60%>dem>10%","Female",1,2,"Other race"
"8905",2,"60%>dem>10%","Female",1,1,"White"
"8906",1,"60%>dem>10%","Female",3,1,"White"
"8907",1,"60%>dem>10%","Male",2,2,"White"
"8908",2,"60%>dem>10%","Female",3,2,"White"
"8909",3,"60%>dem>10%","Male",3,2,"White"
"8910",1,"60%>dem>10%","Female",2,4,"White"
"8911",2,"60%>dem>10%","Male",3,5,"White"
"8912",1,"60%>dem>10%","Female",2,3,"White"
"8913",1,"60%>dem>10%","Female",1,2,"Black"
"8914",1,"60%>dem>10%","Female",1,2,"White"
"8915",1,"60%>dem>10%","Male",1,1,"White"
"8916",2,"60%>dem>10%","Male",3,4,"White"
"8917",3,"60%>dem>10%","Male",3,5,"White"
"8918",1,"60%>dem>10%","Female",1,1,"White"
"8919",3,"60%>dem>10%","Female",2,2,"White"
"8920",1,"60%>dem>10%","Female",1,1,"White"
"8921",1,"60%>dem>10%","Male",1,1,"White"
"8922",1,"60%>dem>10%","Female",1,1,"White"
"8923",1,"60%>dem>10%","Female",2,2,"White"
"8924",1,"60%>dem>10%","Male",1,2,"White"
"8925",1,"60%>dem>10%","Male",1,2,"White"
"8926",2,"60%>dem>10%","Female",2,2,"White"
"8927",2,"60%>dem>10%","Female",1,1,"White"
"8928",2,"60%>dem>10%","Male",2,2,"White"
"8929",1,"60%>dem>10%","Female",2,2,"White"
"8930",1,"60%>dem>10%","Female",1,1,"White"
"8931",1,"60%>dem>10%","Female",1,1,"White"
"8932",1,"60%>dem>10%","Female",1,1,"White"
"8933",2,"60%>dem>10%","Female",3,4,"White"
"8934",2,"60%>dem>10%","Female",2,2,"White"
"8935",2,"60%>dem>10%","Male",1,3,"White"
"8936",2,"60%>dem>10%","Female",1,1,"White"
"8937",1,"60%>dem>10%","Male",1,1,"White"
"8938",1,"60%>dem>10%","Male",1,2,"White"
"8939",2,"60%>dem>10%","Male",1,4,"Asian"
"8940",1,"60%>dem>10%","Female",3,1,"White"
"8941",1,"60%>dem>10%","Male",1,1,"White"
"8942",2,"60%>dem>10%","Male",1,1,"White"
"8943",1,"60%>dem>10%","Female",1,1,"Black"
"8944",1,"60%>dem>10%","Male",1,1,"White"
"8945",1,"60%>dem>10%","Female",1,1,"White"
"8946",1,"60%>dem>10%","Female",3,3,"White"
"8947",3,"60%>dem>10%","Female",3,3,"White"
"8948",1,"60%>dem>10%","Female",3,5,"White"
"8949",2,"60%>dem>10%","Male",2,2,"White"
"8950",1,"60%>dem>10%","Male",2,1,"White"
"8951",1,"60%>dem>10%","Female",2,2,"White"
"8952",1,"60%>dem>10%","Female",1,3,"White"
"8953",1,"60%>dem>10%","Male",3,2,"White"
"8954",1,"60%>dem>10%","Female",2,2,"White"
"8955",2,"60%>rep>10%","Male",3,3,"Asian"
"8956",1,"60%>rep>10%","Male",3,5,"White"
"8957",1,"60%>rep>10%","Female",3,2,"White"
"8958",3,"60%>rep>10%","Male",2,4,"White"
"8959",1,"60%>rep>10%","Male",2,5,"Black"
"8960",2,"60%>rep>10%","Female",2,3,"White"
"8961",2,"60%>rep>10%","Female",1,2,"White"
"8962",2,"60%>rep>10%","Female",1,2,"White"
"8963",2,"60%>rep>10%","Female",2,3,"White"
"8964",2,"60%>rep>10%","Female",3,4,"White"
"8965",2,"60%>rep>10%","Male",2,4,"White"
"8966",1,"60%>rep>10%","Male",1,3,"White"
"8967",3,"60%>rep>10%","Male",2,4,"White"
"8968",2,"60%>rep>10%","Male",1,2,"White"
"8969",1,"60%>rep>10%","Female",2,1,"White"
"8970",1,"60%>rep>10%","Male",1,3,"White"
"8971",1,"60%>rep>10%","Female",3,4,"Asian"
"8972",2,"60%>rep>10%","Female",2,4,"White"
"8973",1,"60%>rep>10%","Male",1,1,"White"
"8974",2,"60%>rep>10%","Male",3,5,"White"
"8975",1,"60%>rep>10%","Female",3,4,"Asian"
"8976",1,"60%>rep>10%","Female",2,3,"White"
"8977",1,"60%>dem>10%","Male",2,5,"White"
"8978",1,"60%>dem>10%","Female",1,2,"White"
"8979",1,"60%>dem>10%","Female",3,1,"White"
"8980",1,"60%>dem>10%","Male",2,5,"White"
"8981",2,"60%>dem>10%","Female",1,1,"White"
"8982",1,"60%>dem>10%","Female",1,2,"White"
"8983",1,"60%>dem>10%","Female",2,1,"White"
"8984",2,"60%>dem>10%","Female",2,1,"White"
"8985",1,"60%>dem>10%","Male",1,1,"White"
"8986",1,"60%>dem>10%","Male",1,1,"White"
"8987",1,"60%>dem>10%","Female",1,1,"White"
"8988",2,"60%>dem>10%","Female",3,2,"White"
"8989",1,"60%>dem>10%","Female",1,3,"White"
"8990",1,"60%>dem>10%","Male",3,3,"White"
"8991",1,"60%>dem>10%","Male",3,2,"White"
"8992",1,"60%>dem>10%","Male",1,2,"White"
"8993",2,"60%>rep>10%","Male",2,1,"White"
"8994",3,"60%>rep>10%","Male",1,2,"White"
"8995",2,"60%>rep>10%","Male",3,4,"White"
"8996",1,"60%>rep>10%","Female",1,2,"White"
"8997",2,"60%>rep>10%","Female",3,2,"White"
"8998",1,"60%>rep>10%","Male",1,1,"White"
"8999",2,"60%>rep>10%","Female",1,2,"Other race"
"9000",2,"60%>rep>10%","Male",1,2,"Other race"
"9001",2,"60%>dem>10%","Male",1,1,"White"
"9002",1,"60%>dem>10%","Female",1,1,"White"
"9003",2,"60%>dem>10%","Male",1,2,"White"
"9004",2,"60%>dem>10%","Male",1,4,"White"
"9005",1,"60%>dem>10%","Male",1,3,"Other race"
"9006",2,"60%>dem>10%","Female",3,1,"White"
"9007",1,"60%>dem>10%","Female",1,1,"White"
"9008",2,"60%>dem>10%","Male",3,2,"Black"
"9009",2,"60%>dem>10%","Female",3,1,"White"
"9010",1,"60%>dem>10%","Male",1,2,"White"
"9011",2,"60%>dem>10%","Female",2,1,"White"
"9012",2,"60%>dem>10%","Female",1,2,"Other race"
"9013",2,"60%>dem>10%","Male",2,2,"White"
"9014",1,"60%>dem>10%","Female",1,1,"White"
"9015",2,"60%>dem>10%","Female",1,1,"White"
"9016",3,"60%>dem>10%","Female",2,4,"White"
"9017",1,"60%>dem>10%","Male",2,3,"Black"
"9018",2,"60%>dem>10%","Female",1,1,"White"
"9019",1,"60%>dem>10%","Male",1,1,"White"
"9020",2,"60%>dem>10%","Female",2,2,"White"
"9021",1,"60%>dem>10%","Female",1,3,"White"
"9022",2,"60%>dem>10%","Male",1,2,"White"
"9023",1,"60%>dem>10%","Female",1,2,"White"
"9024",1,"60%>dem>10%","Female",1,1,"White"
"9025",1,"60%>dem>10%","Male",2,2,"White"
"9026",2,"60%>dem>10%","Male",1,1,"White"
"9027",1,"60%>dem>10%","Male",1,1,"White"
"9028",2,"60%>dem>10%","Female",2,2,"White"
"9029",3,"60%>rep>10%","Female",3,2,"Black"
"9030",1,"60%>rep>10%","Female",1,2,"Black"
"9031",1,"60%>rep>10%","Male",1,1,"White"
"9032",1,"60%>rep>10%","Female",1,1,"White"
"9033",2,"60%>rep>10%","Male",3,5,"White"
"9034",2,"60%>rep>10%","Female",1,3,"White"
"9035",1,"60%>rep>10%","Male",2,1,"Black"
"9036",2,"60%>rep>10%","Male",1,2,"Black"
"9037",2,"60%>rep>10%","Female",2,3,"White"
"9038",1,"60%>dem>10%","Female",1,1,"White"
"9039",1,"60%>dem>10%","Female",1,2,"White"
"9040",1,"60%>dem>10%","Female",1,2,"White"
"9041",1,"60%>dem>10%","Male",2,1,"White"
"9042",2,"60%>dem>10%","Female",1,1,"White"
"9043",1,"60%>dem>10%","Female",1,1,"White"
"9044",1,"60%>dem>10%","Male",1,2,"White"
"9045",1,"60%>dem>10%","Female",1,1,"White"
"9046",1,"60%>dem>10%","Female",1,1,"White"
"9047",1,"60%>dem>10%","Male",3,2,"White"
"9048",1,"60%>dem>10%","Female",2,1,"White"
"9049",2,"60%>dem>10%","Female",3,3,"White"
"9050",1,"60%>dem>10%","Female",1,2,"White"
"9051",1,"60%>dem>10%","Female",1,1,"White"
"9052",1,"60%>dem>10%","Female",1,1,"White"
"9053",1,"60%>dem>10%","Male",3,2,"White"
"9054",1,"60%>dem>10%","Male",1,1,"White"
"9055",2,"60%>dem>10%","Male",3,2,"White"
"9056",2,"60%>dem>10%","Female",3,3,"White"
"9057",2,"60%>dem>10%","Female",1,2,"White"
"9058",1,"60%>dem>10%","Female",2,1,"White"
"9059",1,"60%>dem>10%","Female",1,2,"White"
"9060",1,"60%>dem>10%","Female",1,5,"White"
"9061",2,"60%>dem>10%","Female",2,2,"White"
"9062",1,"60%>dem>10%","Male",1,1,"White"
"9063",3,"60%>dem>10%","Male",2,1,"White"
"9064",1,"60%>dem>10%","Male",1,1,"White"
"9065",1,"60%>dem>10%","Male",1,2,"White"
"9066",1,"60%>dem>10%","Female",1,1,"White"
"9067",1,"60%>dem>10%","Male",1,3,"White"
"9068",1,"60%>dem>10%","Female",2,2,"White"
"9069",1,"60%>dem>10%","Female",1,5,"White"
"9070",1,"60%>dem>10%","Female",1,2,"White"
"9071",1,"60%>dem>10%","Male",1,1,"White"
"9072",2,"60%>dem>10%","Female",2,2,"White"
"9073",1,"60%>dem>10%","Female",3,1,"White"
"9074",1,"60%>dem>10%","Female",1,1,"White"
"9075",2,"60%>dem>10%","Female",2,2,"White"
"9076",1,"60%>dem>10%","Male",1,1,"White"
"9077",1,"60%>dem>10%","Female",1,1,"White"
"9078",1,"60%>dem>10%","Female",3,3,"White"
"9079",1,"60%>dem>10%","Male",1,1,"White"
"9080",1,"60%>dem>10%","Female",2,2,"White"
"9081",1,"60%>dem>10%","Female",1,1,"White"
"9082",1,"60%>dem>10%","Male",1,1,"White"
"9083",1,"60%>dem>10%","Female",1,1,"White"
"9084",1,"60%>dem>10%","Female",1,1,"White"
"9085",2,"60%>dem>10%","Female",3,3,"White"
"9086",1,"60%>dem>10%","Male",1,2,"White"
"9087",1,"60%>dem>10%","Male",2,2,"White"
"9088",1,"60%>dem>10%","Male",1,2,"White"
"9089",1,"60%>dem>10%","Female",1,1,"White"
"9090",1,"60%>rep>10%","Male",1,3,"White"
"9091",1,"60%>rep>10%","Male",3,3,"White"
"9092",1,"60%>rep>10%","Female",1,1,"White"
"9093",1,"60%>rep>10%","Female",1,2,"White"
"9094",1,"60%>rep>10%","Male",1,2,"White"
"9095",1,"60%>rep>10%","Female",1,2,"White"
"9096",2,"60%>rep>10%","Female",1,2,"White"
"9097",1,"60%>rep>10%","Female",1,1,"White"
"9098",2,"60%>rep>10%","Male",2,3,"White"
"9099",1,"60%>rep>10%","Female",1,1,"White"
"9100",2,"60%>rep>10%","Male",1,3,"White"
"9101",1,"60%>rep>10%","Female",1,2,"White"
"9102",1,"60%>rep>10%","Female",1,3,"White"
"9103",1,"60%>rep>10%","Female",1,1,"White"
"9104",2,"60%>rep>10%","Female",1,1,"White"
"9105",2,"60%>rep>10%","Male",3,2,"White"
"9106",1,"60%>rep>10%","Female",1,1,"White"
"9107",1,"60%>rep>10%","Male",1,1,"White"
"9108",1,"60%>rep>10%","Female",2,1,"White"
"9109",2,"60%>rep>10%","Female",3,5,"White"
"9110",2,"60%>rep>10%","Female",2,1,"White"
"9111",2,"60%>rep>10%","Male",1,2,"White"
"9112",2,"60%>rep>10%","Female",2,2,"White"
"9113",1,"60%>rep>10%","Male",2,3,"White"
"9114",2,"60%>rep>10%","Female",3,5,"White"
"9115",2,"60%>rep>10%","Female",2,1,"White"
"9116",1,"60%>rep>10%","Male",3,3,"White"
"9117",1,"60%>rep>10%","Male",2,1,"White"
"9118",2,"60%>rep>10%","Male",1,2,"White"
"9119",1,"60%>rep>10%","Female",1,1,"White"
"9120",1,"60%>rep>10%","Female",1,1,"Black"
"9121",1,"60%>rep>10%","Female",1,1,"White"
"9122",1,"60%>rep>10%","Male",2,1,"White"
"9123",1,"60%>rep>10%","Male",3,1,"White"
"9124",1,"60%>rep>10%","Male",1,3,"White"
"9125",2,"60%>rep>10%","Male",2,4,"White"
"9126",1,"60%>rep>10%","Male",2,1,"White"
"9127",2,"60%>rep>10%","Female",1,1,"White"
"9128",1,"60%>rep>10%","Female",1,1,"White"
"9129",2,"60%>rep>10%","Male",3,5,"White"
"9130",2,"60%>rep>10%","Female",1,1,"White"
"9131",1,"60%>rep>10%","Male",1,3,"White"
"9132",2,"60%>rep>10%","Male",1,3,"White"
"9133",1,"60%>rep>10%","Male",2,1,"White"
"9134",2,"60%>rep>10%","Male",1,2,"White"
"9135",1,"60%>rep>10%","Female",2,2,"White"
"9136",2,"60%>rep>10%","Male",1,2,"White"
"9137",2,"60%>rep>10%","Female",2,1,"White"
"9138",1,"60%>rep>10%","Female",2,1,"White"
"9139",2,"60%>rep>10%","Male",3,3,"White"
"9140",1,"60%>rep>10%","Male",1,1,"White"
"9141",3,"60%>rep>10%","Male",1,2,"White"
"9142",2,"60%>rep>10%","Male",2,3,"White"
"9143",2,"60%>rep>10%","Male",2,1,"White"
"9144",2,"60%>rep>10%","Male",1,3,"White"
"9145",1,"60%>rep>10%","Female",2,2,"White"
"9146",1,"rep>60%","Male",2,3,"White"
"9147",1,"rep>60%","Male",1,1,"White"
"9148",2,"rep>60%","Female",2,3,"White"
"9149",1,"rep>60%","Male",2,3,"White"
"9150",1,"rep<10%","Female",1,1,"White"
"9151",2,"rep<10%","Male",3,1,"White"
"9152",1,"rep<10%","Male",1,4,"Black"
"9153",3,"rep<10%","Female",3,3,"Black"
"9154",2,"rep<10%","Female",1,1,"White"
"9155",2,"rep<10%","Male",3,4,"White"
"9156",3,"rep<10%","Male",1,1,"White"
"9157",2,"rep<10%","Male",1,1,"Other race"
"9158",2,"rep<10%","Male",3,3,"White"
"9159",1,"rep<10%","Female",3,4,"White"
"9160",1,"rep<10%","Male",3,4,"White"
"9161",1,"rep<10%","Male",1,1,"White"
"9162",2,"rep<10%","Male",1,3,"White"
